payment_method_id,actual_amount_paid,is_cancel,days_until_expiration,partial_play_ratio,avg_song_duration,skip_ratio,retention_time,engagement_score,plan_type_monthly,is_churn
37.0,0.6041522752415744,0,30,-0.0611536136301826,0.3838932569972059,-0.2603503377681516,0.5353507167593715,-0.3229375807851734,1,0
41.0,-1.0647830948046846,0,31,2.1262958150937235,-0.7819367264782257,2.194036140014631,-1.2051358648552974,-0.488257531978053,1,0
40.0,0.6041522752415744,0,30,-0.012415447942194605,0.5550091269795426,0.01831059563359157,0.5634291752011162,0.7543690376346737,1,0
41.0,-1.0647830948046846,0,31,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
39.0,0.6041522752415744,0,48,-0.16220013457919769,0.30053445317310173,-0.030021373778284476,0.5499367543058309,0.18876224473473233,1,0
41.0,-1.0647830948046846,0,31,0.3043844606946655,0.4042604933831185,0.37484638675869575,0.3504653403861105,-0.6619866854457451,1,0
41.0,-1.0647830948046846,0,31,1.460255256993061,-0.19803678396281343,0.7269440053951022,-0.7888282316029791,-0.8795426647632809,1,0
41.0,-1.0647830948046846,0,31,2.1262958150937235,-1.0536417091166246,2.097156159695397,-1.376339292604858,-0.14586552940903322,1,0
41.0,0.6041522752415744,0,31,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
41.0,-1.0647830948046846,0,30,-0.7199003140584167,1.062675810805565,-0.6962573443066901,0.9078025596642121,-0.2606975960192975,1,0
41.0,-1.0647830948046846,0,31,-0.38414937136029065,0.5491624649880971,-0.5563305598002319,0.7128050813377792,-0.9613658636620404,1,0
39.0,0.6041522752415744,0,32,-0.6539021138626328,0.9031411053950898,-0.5972899307084287,0.9067634980602637,1.0783126555214553,1,0
37.0,0.6041522752415744,0,30,0.8937685761707321,0.210071033802143,0.506219127662386,-0.06184057089495711,1.0878438383307556,1,0
36.0,1.638892204670255,0,31,-0.8958916080984453,1.0405755815368212,-0.8772084344401926,1.0501591479587966,2.309869254670271,1,0
41.0,-0.06342187277692923,0,146,1.0884954374994595,-0.006194318857449345,0.9164576678295737,-0.11962265606312078,0.2643621956013183,1,1
39.0,0.6041522752415744,0,48,0.46931045161096,0.3120533849618535,0.14760937884609665,0.26566665491753244,-0.9506227454410173,1,0
41.0,-1.0647830948046846,0,50,-0.01983665302559953,0.7272446984234588,-0.4343142882989089,0.5257061973985936,-0.9464172020207217,1,0
41.0,0.6041522752415744,0,31,-0.09317952604552088,0.5759028239177426,-0.46202759437909097,0.5819593160429626,1.3393875059567169,1,0
41.0,-1.0647830948046846,0,31,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
36.0,1.638892204670255,0,31,0.9507219225126543,0.09157286590737261,1.0432732793482309,-0.09842529418539928,0.1603635150289443,1,1
39.0,0.6041522752415744,0,44,-0.43382816850378525,0.7391882683347617,-0.4139780682152142,0.7654163224786301,1.6705079034417507,1,0
38.0,1.638892204670255,0,97,-0.5242694614690946,0.8431516491468772,-0.3779989170016163,0.8691614208568161,0.40103426142903476,0,1
41.0,-1.0647830948046846,0,30,0.4693107390371232,0.2873751127932435,0.2727545005214425,0.21016580488861725,-0.6506670368002238,1,0
41.0,0.6041522752415744,0,30,-0.47877585368533715,0.6511712069446803,-0.5708561503710698,0.7570163039949859,0.8394448726203373,1,0
41.0,-1.0647830948046846,0,31,0.5087073472699514,0.28392491307608814,0.5694899121532596,0.193017414695912,0.018709984351964654,1,0
41.0,-1.0647830948046846,0,31,1.1484539108958587,-0.13944250131866773,0.4058784634993843,-0.06319906584181208,-0.5283222095586289,1,0
41.0,0.6041522752415744,0,62,0.5763117771244959,0.15083551728387548,0.6899787407523085,0.2655971817377227,-0.023522888317871398,1,1
39.0,0.6041522752415744,0,49,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
38.0,0.6041522752415744,0,30,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
36.0,1.638892204670255,0,30,2.1262958150937235,-0.7699282868173247,2.194036140014631,-0.6870767379628493,0.8978194241847206,1,0
41.0,-0.06342187277692923,0,31,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
41.0,0.6041522752415744,0,31,-0.6451225811783645,0.230482936317654,-0.673188794031737,0.8994525171563476,1.8132256738778827,1,0
39.0,0.6041522752415744,0,58,0.6718370432568673,0.18883964531551442,0.6692634249347017,0.13798480907772243,1.4922582100607895,1,0
41.0,-1.0647830948046846,0,31,1.657029540115796,-0.2718294463114642,0.6736197644010844,-0.32264766594449956,-0.3824136793696932,1,0
41.0,-1.0647830948046846,0,30,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
41.0,-1.0647830948046846,0,31,0.407835141708252,0.26276809620541325,0.42510491141022777,0.28932261970156214,0.6692213111747389,1,0
41.0,-1.0647830948046846,0,31,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
41.0,-1.0647830948046846,0,30,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
41.0,0.6041522752415744,0,32,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
36.0,1.638892204670255,0,30,-0.06682342368499063,0.2796139636519975,0.07178297793779198,0.5791984761364842,1.2430152091095328,1,0
39.0,0.6041522752415744,0,51,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
41.0,0.6041522752415744,0,31,1.2509944560798016,-0.11258306185250913,1.551555650412187,-0.16730695215078456,0.18337189030182707,1,0
41.0,-1.0314043874037595,0,31,0.6081669491551224,-0.04959361890878431,0.17483579561025853,0.14727523315822,-0.5971002949439438,1,0
41.0,-1.0647830948046846,0,31,-1.2121327468497551,1.4697842317311682,-1.1664118156266647,1.1314161060777843,-1.087385742375424,1,0
41.0,-1.0647830948046846,0,31,2.1262958150937235,-1.0774951905300463,2.194036140014631,-0.9974902806889445,0.770389918672376,1,0
41.0,-0.06342187277692923,0,31,-0.8147006212161751,0.6962827089789881,-0.8533134277162966,1.0007782219488546,1.9596881878823804,1,0
34.0,0.6041522752415744,0,30,1.1892314388612308,-0.0805122093587133,0.9119218112255217,-0.16143218833229558,1.9072299263629717,1,0
41.0,-1.0647830948046846,0,30,-0.37835910452750704,0.6522718485089894,-0.2448902866184864,0.6859330459572756,-0.5497977152753704,1,0
41.0,-1.0647830948046846,0,31,0.008893654069537217,0.43693986234939086,0.053751010458970315,0.5015965731144574,0.8157953715620274,1,0
41.0,-1.0647830948046846,0,31,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
41.0,-1.0647830948046846,0,31,0.6915336012510066,-0.07173866693455781,0.8022541308105178,0.09274353868992734,-0.6433174000933279,1,0
39.0,0.6041522752415744,0,54,-0.5929877545923916,0.7952423743043644,-0.5146928049784418,0.8474419153457284,0.19707482038427981,1,0
39.0,0.6041522752415744,0,42,0.9091307290986733,0.05049516911322627,1.0194013444060346,0.020137823716248286,0.780218681712285,1,0
41.0,-1.0647830948046846,0,31,0.020288945140108868,0.1523770287772015,-0.11050170722983675,0.43186472750188376,-0.30013101424697425,1,0
41.0,0.6041522752415744,0,31,1.619369471643186,-0.3199289933519841,1.884820819518475,-0.37180617116940073,1.741297014853333,1,0
41.0,0.6041522752415744,0,31,-0.7893938007026285,1.0725503543846537,-0.8591638663797175,0.958386047074424,1.559397958528598,1,0
40.0,0.6041522752415744,0,30,-0.2471122324544132,0.5310940662560529,-0.3246655955810333,0.654603037593101,1.4432375250121923,1,0
41.0,-1.0647830948046846,0,30,-0.8312073941961948,1.037126365860639,-0.8155662787437087,1.0205506293979532,0.10507722689042011,1,0
40.0,0.6041522752415744,0,33,-0.3604925775251037,0.6462481682584911,-0.3107133042668302,0.6655174268829975,-0.8036610847726604,1,1
39.0,0.6041522752415744,0,44,0.843549978601339,0.08181401286127045,1.1056147778708,-0.07426439319271542,-0.989931050455571,1,0
41.0,-1.0647830948046846,1,0,2.1262958150937235,-0.8759055401030374,1.5852656904666296,-1.1321701621834208,0.0121340518624727,1,0
34.0,0.6041522752415744,0,30,0.021998584516231746,0.7462924156979592,-0.19028155228223964,0.47198398461398455,1.0927908253715173,1,0
36.0,1.638892204670255,0,31,-0.7463919869575272,0.8522340293577295,-0.9662288557718989,0.9700557824354009,-0.114352841520974,1,0
41.0,-1.0647830948046846,0,30,-0.8170948094761377,0.8949470679753816,-0.8135936632170896,1.0337848106069696,-0.4604924716869674,1,0
41.0,-1.0647830948046846,0,31,-0.657159968487923,0.4877738660355894,-0.6827436731618336,0.9191375159197582,0.18182407925727953,1,0
41.0,-1.0647830948046846,0,30,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
41.0,-1.0314043874037595,0,31,-0.019836538381761713,0.4608244074783648,-0.04010781913168296,0.5575380180434145,-0.8501549781073852,1,0
41.0,0.6041522752415744,0,31,0.013987569207215498,0.49476823192692604,0.23547731753777423,0.5217784853912383,-0.5577617888706878,1,0
36.0,1.638892204670255,0,30,-1.0170297079974364,0.8507515102505507,-0.980059677949835,1.0346648698120875,-0.04113869176394922,1,0
41.0,-1.0647830948046846,0,31,-0.3259665495455317,0.8945617270317798,-0.21006800283980978,0.6985149406600984,-0.24576602520138932,1,0
41.0,0.6041522752415744,0,32,0.0251557282731714,0.35531826714520737,0.07677274097421871,0.4643254476225461,-0.8963737099234429,1,0
41.0,-1.0647830948046846,0,31,1.0532303222446844,-0.20531277243451607,1.2739138042029414,-0.20111451854178164,0.05249075717233804,1,0
36.0,1.638892204670255,0,30,1.9514269286251573,-0.4439346234480331,2.194036140014631,-0.5221891224985019,0.340394196007735,1,0
41.0,-1.0647830948046846,0,31,-0.6190004876952188,1.0108220587197279,-0.5738200870548117,0.8523858255667413,1.1821123110633096,1,0
41.0,-1.0647830948046846,1,0,0.12752596992811885,0.4643402115068408,0.14971875173329494,0.3838592709302958,-0.7581751523145022,1,1
41.0,0.6041522752415744,0,31,-0.3365026175005916,0.7291537134195359,-0.45935569108246954,0.6803301435503094,0.8123942802330419,1,0
36.0,1.638892204670255,0,30,2.1262958150937235,-0.6093934214574613,2.194036140014631,-0.7335069692190013,0.012870290620891667,1,0
39.0,0.6041522752415744,0,60,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
37.0,0.6041522752415744,0,30,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
39.0,0.6041522752415744,0,47,-0.33972076696347686,0.2441310638092444,-0.30932182719960905,0.6793782938316547,1.266379115809329,1,0
41.0,-1.0647830948046846,0,31,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
41.0,-1.0647830948046846,0,31,0.6883941475784908,0.07967409589556844,0.4892859583114732,-0.13848925613002153,0.31046429498689054,1,0
38.0,0.6041522752415744,0,31,-0.5064879578823589,0.5911064297131098,-0.538899505274063,0.8081633846692483,0.7856592828946035,1,1
41.0,-1.0647830948046846,0,31,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
36.0,1.638892204670255,0,30,0.6425504263983478,0.2654840428185443,0.5011439875334383,0.19960975316300905,-0.40839728309262996,1,0
41.0,0.6041522752415744,0,31,-0.34928678729790946,0.6635388733020653,-0.49211138165764773,0.6143323216641429,-0.807664997751,1,0
39.0,0.6041522752415744,0,49,-0.6911436432407957,0.9708484701370498,-0.8098026208506833,0.9109145990820751,1.5862275878057475,1,0
41.0,-1.0647830948046846,0,31,2.1262958150937235,-1.5527805223349485,2.194036140014631,-1.818554302818952,0.9302013750676085,1,0
37.0,0.6041522752415744,0,30,-0.5538096058729428,0.7519556455840641,-0.6723581612188922,0.8242596900494857,0.1547275061930191,1,0
41.0,-1.0647830948046846,0,31,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
41.0,-1.0647830948046846,0,31,-1.2121327468497551,1.3344297659316453,-1.1664118156266647,1.1314161060777843,-1.018127009964233,1,0
36.0,1.638892204670255,1,5,-0.019837149815307032,0.5890006040789678,-0.6783470007684497,0.6084672461242605,-1.0422622972661604,1,1
41.0,-1.0647830948046846,0,31,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
39.0,0.6041522752415744,0,40,0.11441682251284216,0.38981237936608115,0.24675262759557332,0.4587836074920528,0.3347758515847079,1,0
34.0,0.6041522752415744,0,30,1.2310974642846206,-0.06103310845394043,1.5939564873253185,-0.09887077753092408,-0.16272223580148718,1,0
39.0,0.6041522752415744,0,49,-0.3931667947286783,0.5894507835060587,-0.35095645527719677,0.7270494576199336,2.0090476896346474,1,0
39.0,0.6041522752415744,0,39,-0.12269053960388378,0.5439089817091706,-0.1941594757975186,0.5865011445573575,2.2897110007801595,1,0
39.0,0.6041522752415744,0,53,1.1418168778797162,-0.20516344369290107,1.4848765904232697,-0.09472656979738717,2.1920581537101227,1,0
39.0,0.6041522752415744,0,56,0.8803644725632792,0.25728416989716907,1.1305709389598033,0.08584712995132421,1.584494245554028,1,0
41.0,-1.0647830948046846,0,30,0.15453108356497186,0.3869920369708989,0.07786490889440363,0.3864446308780921,1.8197828650806165,1,0
38.0,0.6041522752415744,0,30,1.3960155289228797,-0.20394180988108923,1.4874423014668945,-0.26888927028794085,0.12933054305937403,1,0
38.0,0.6041522752415744,0,33,0.6464005739620267,0.09323460230599953,0.8354933896703939,0.13364421506539864,1.8116317474018446,1,0
39.0,0.6041522752415744,0,43,1.0826635599502432,-0.017620270007443775,0.824648819596278,-0.33023002198428386,-0.18239283519297333,1,0
41.0,-1.0647830948046846,0,31,-0.8462105898969166,0.6352200065958866,-0.7919372930545874,0.9586977554923338,0.40409098412568156,1,0
39.0,0.6041522752415744,0,33,-1.0170580779537797,0.9153953868391762,-1.0322577866898077,1.1237739931547985,1.840626160689548,1,0
39.0,0.6041522752415744,0,34,-0.42565757505610585,0.71124587201719,-0.5675984007954546,0.7734220123495787,0.3585227248124219,1,0
34.0,0.6041522752415744,0,30,-0.21855244426746334,0.5564051440417953,-0.070033628538395,0.6832039146943795,0.4930009520143004,1,0
31.0,0.6041522752415744,0,30,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
41.0,0.6041522752415744,0,31,1.520212582011629,-0.5192616449157526,2.0365149998875185,-0.21915271897920152,-0.9174611239511351,1,0
31.0,0.6041522752415744,0,30,0.7557348933833916,0.24662303946368577,1.0369888462680552,0.12944969070525497,-0.704923321036737,1,0
41.0,-1.0647830948046846,0,30,0.2678155200186754,0.2971728605154172,0.011087957055103194,0.3529257604827975,-0.00016343472565248047,1,0
39.0,0.6041522752415744,0,30,-0.8292852903422542,1.144705453311125,-0.8473784170565455,0.9888417592981518,0.5783061118718837,1,0
41.0,0.6041522752415744,0,31,0.6752055617351169,0.2814466709877304,0.988829082194572,0.19926938447899004,2.1926561889180265,1,0
36.0,1.638892204670255,0,30,-0.43598414758497345,0.82701302713888,-0.4769015258077622,0.7768853071209675,0.28928663209900546,1,0
41.0,-1.0647830948046846,0,31,1.225619717633116,-0.07179089981975591,1.4821964275758697,-0.1221572756870083,1.9188394358210168,1,0
41.0,-1.0647830948046846,0,31,-0.4792791899585234,0.45151462633810535,-0.3875844826002143,0.8009634505572951,0.5279198359428999,1,0
41.0,-1.0647830948046846,0,31,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
41.0,-1.0647830948046846,0,31,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
41.0,-1.0647830948046846,0,31,0.5465043432682053,-0.04554406313012672,0.5174128339920196,0.1134876378535911,-0.33152817178033744,1,0
36.0,1.638892204670255,0,30,-0.3215455300534693,0.4180814448662817,-0.2289696541221641,0.7210439932994471,0.16222965274358453,1,0
39.0,0.6041522752415744,0,44,-0.28568628871579566,0.8217686519260031,-0.3254888267710329,0.7263316730761126,-0.5304971044502486,1,0
36.0,1.638892204670255,0,30,0.49599582772679124,0.24461285035272173,0.6673053747483833,0.2649051900638541,0.9268832121181156,1,0
39.0,0.6041522752415744,0,45,-0.9448017292641108,0.9790072088602425,-0.9694348620331281,1.0729530663624494,-0.24110122058736935,1,0
41.0,0.6041522752415744,0,32,0.1560760031631144,0.3774515121587329,0.5138121621939827,0.46131268166619616,-0.8657376033546864,1,0
39.0,0.6041522752415744,0,34,-0.1487333196648612,0.4352554999787763,-0.018799250621289714,0.6070923051017079,-0.38830244977788275,1,0
37.0,0.6041522752415744,0,30,1.2166182630350515,-0.07574331793436165,1.2739129817231292,-0.17435300045429045,-0.9980108169099584,1,0
41.0,-1.0647830948046846,0,31,2.1262958150937235,-1.4181014255572337,2.194036140014631,-1.9380581475206367,-1.0936291822749207,1,0
41.0,-1.0647830948046846,0,32,-0.9811528227916193,1.0705460908218398,-0.9232797391837427,1.1155425707370457,0.9864115443984506,1,0
37.0,0.6041522752415744,0,30,-0.6233444197096254,0.8346324215535853,-0.5518112838396979,0.8830850981346205,0.45881081021732123,1,0
41.0,-0.06342187277692923,0,31,-0.06139095174003228,0.5855673760800401,-0.10653848320998643,0.54326959116586,0.3349272325363849,1,0
40.0,0.6041522752415744,0,30,-0.4646686708115717,-0.34108309015579225,-0.3828210181118626,0.7910867817289692,0.15815831831863014,1,0
41.0,-1.0647830948046846,0,31,1.5653758407632656,-0.3803033982658075,1.6898784396053463,-0.3595007588724516,0.9295240322126248,1,0
39.0,0.6041522752415744,0,36,2.1262958150937235,-1.9700580661999152,2.194036140014631,-1.9380581475206367,-1.1016452433385269,1,0
40.0,0.6041522752415744,0,30,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
36.0,1.638892204670255,0,30,1.0852187254734944,-0.09311507468202831,0.9048889223793483,-0.24958654750059112,-0.3131223967076666,1,0
40.0,0.6041522752415744,1,29,-0.3799258804538027,0.5854960879855536,-0.419573892943114,0.6834974584912177,1.7665886110966593,1,1
41.0,-1.0647830948046846,0,31,-0.96023916066659,0.7762473842086459,-0.8570747766987928,1.065767611347426,-0.5527373511688818,1,0
41.0,-0.06342187277692923,0,154,-0.549745901197951,0.8621355715106539,-0.4814081500927151,0.7789818562365767,-0.44174732640189335,1,1
41.0,-1.0647830948046846,0,30,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
37.0,0.6041522752415744,0,30,0.39231546441510146,0.4103043425013566,0.1802864250618572,0.22130248344895473,2.01554284433187,1,0
39.0,0.6041522752415744,0,48,1.631876734374391,-0.03496309116482145,2.1246693326461434,-0.3044261243571082,-0.6826968631588417,1,0
40.0,0.6041522752415744,0,32,-0.4669475213192584,0.7818700895669382,-0.5372653621768185,0.7614926043206104,0.3776576786523023,1,0
41.0,-1.0314043874037595,0,31,0.20726749439407097,0.29940590314115845,0.3442657595955917,0.434657987936842,-0.858126928476511,1,0
37.0,0.6041522752415744,0,30,-0.7320134266303089,0.9554486023776525,-0.6259370321770856,0.9878841932579847,-0.5260394091997816,1,0
41.0,-1.0647830948046846,0,31,-0.25510557465814515,0.7646425233348072,-0.4073807700786641,0.6150693885051949,0.05038409584756865,1,0
41.0,-1.0647830948046846,0,31,-0.05633525357594549,0.4117746404908224,0.010173760281476166,0.5618583395235532,0.40810012361905557,1,0
41.0,-1.0647830948046846,0,31,0.8717480228890648,0.13917643975583668,0.7124229331162225,0.0577542024503178,-0.23180770507817797,1,0
36.0,1.638892204670255,0,30,0.7416300840957638,-0.03225496802413799,-0.12055803158191197,-0.3395240488912468,-0.6441134549850254,1,0
41.0,-1.0647830948046846,0,31,-0.21855297225670248,0.46894935063890447,0.053750357092358106,0.7074990831610585,-1.0310569192702197,1,0
31.0,0.6041522752415744,0,30,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
41.0,-1.0647830948046846,0,31,1.882005903480069,-0.33005650514004636,1.200969302974512,-0.5750087991947227,0.3134188183276242,1,0
41.0,0.6041522752415744,0,31,0.11795710719251833,0.313569200003934,0.14971887848744048,0.47225218711182837,1.296727067367621,1,0
41.0,-1.0647830948046846,0,31,-0.4264144297143087,0.4520316981814451,-0.35467169351530076,0.744452368872824,0.7393827495885484,1,0
41.0,-1.0647830948046846,0,31,-0.22201438412499944,1.1482177515024758,-0.09504932511555096,0.6638507019565641,2.2128886088169017,1,0
30.0,0.6041522752415744,0,30,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
41.0,-1.0647830948046846,0,31,0.9120732244394189,-0.029420005382612278,0.9373169953014541,-0.14744002216616214,-0.7668635677305514,1,0
40.0,0.6041522752415744,0,30,-0.4265787666174843,0.49832750068004145,-0.5018428935583834,0.7493108676749772,1.5281550922827911,1,0
32.0,1.638892204670255,0,183,-0.7174039740591737,0.8430238420452194,-0.7715043533996804,0.9389361886682511,-0.1721987007093428,0,1
41.0,0.6041522752415744,0,38,-0.4025488270166653,0.5608711002740588,-0.21739632375139303,0.7534793481419941,-0.4764526224581935,1,0
41.0,0.6041522752415744,0,31,0.28124856232814033,0.38132971178932834,0.29778357549790613,0.32269196899816155,0.8038590083986664,1,0
41.0,0.6041522752415744,1,1,-0.5053591306929379,0.8129732208213418,-0.48714591631194704,0.8173431632086714,0.39323242091048943,1,0
40.0,0.6041522752415744,0,32,1.3277659097054084,-0.5245926544047523,1.2573580473604693,-0.26009722221970044,1.7338686088638364,1,0
39.0,0.6041522752415744,0,34,-0.8321516075051675,1.1182232349221293,-0.844952485606028,1.0089337325399055,1.617158604277208,1,0
41.0,-1.0647830948046846,0,31,-0.2528138659729947,0.6248815515807989,-0.1145473497106314,0.5835889364990673,-0.43072613719049707,1,0
40.0,0.6041522752415744,0,30,-0.5882567641051252,0.8786468503171585,-0.4002630935226087,0.9116091397280768,-0.437681267018613,1,0
36.0,1.638892204670255,0,30,0.00651266925360992,0.5615744451686024,0.24924666208970786,0.5761096208701036,-0.4037600890857148,1,0
39.0,0.6041522752415744,0,59,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
36.0,1.638892204670255,0,30,0.2850430535434885,0.2779407916052403,-0.02982178897471586,0.29669374376217295,0.5844947517261169,1,0
41.0,0.6041522752415744,0,32,0.11264065393338875,0.6189990578635441,0.2571111146350114,0.5377313924405256,-0.9617116227693704,1,0
41.0,-1.0647830948046846,0,30,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
41.0,-1.0647830948046846,0,30,0.5100727698463896,0.47647089950630234,0.6231599675514982,0.039744120566210704,-0.9281162257919223,1,0
41.0,0.6041522752415744,0,31,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
41.0,-1.0647830948046846,0,30,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
36.0,1.638892204670255,0,30,0.9257778773876276,0.09118886080961364,0.49974147923314605,-0.030358242565060964,-0.5434643870887578,1,0
41.0,-1.0647830948046846,0,30,-1.0140170381692637,1.2248515094283536,-0.9894697761742466,1.071228987465069,0.17446751602194321,1,0
38.0,0.6041522752415744,0,30,0.5889509935426587,0.22689715437741453,0.6314959571832189,0.081279311087378,1.0764409093765146,1,0
41.0,-1.0647830948046846,0,31,-1.2121327468497551,0.8805195144066958,-1.1664118156266647,1.1314161060777843,-1.0723834341167504,1,0
41.0,-1.0647830948046846,0,31,-0.20455836663912372,0.5424479133093236,-0.21262257868159942,0.6376104483505735,-0.007350661410543287,1,0
27.0,0.6041522752415744,0,30,-0.9882662507891304,1.2606445627278096,-0.9933150019564351,1.0897943978176146,1.6674269762674327,1,0
41.0,0.6041522752415744,0,31,0.2939258138095621,0.4586455208207336,0.49044085367415624,0.37258005769957975,0.361509857048917,1,0
41.0,-1.0647830948046846,0,30,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
36.0,1.638892204670255,0,30,-0.022341204299923815,0.679755405355327,-0.3205006134532115,0.5275524586976681,0.7312416017512305,1,0
38.0,0.6041522752415744,0,30,1.2778033932614576,-0.10822333082647537,1.1269062210861351,-0.16264816639402407,-0.14360241347019315,1,0
41.0,-1.0647830948046846,0,31,-0.7863126373018421,1.1172719160055682,-0.8526556764583304,0.9940856939130395,-0.5606241358064636,1,0
41.0,-1.0647830948046846,0,31,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
37.0,0.6041522752415744,0,30,0.22425579714744462,0.2450465463947281,0.13637621534976907,0.33947945179803773,1.3425650611681086,1,0
36.0,1.638892204670255,0,30,-0.6112904800796846,0.4102170821665659,-0.6014860322829017,0.8222167648551939,1.3436162122187425,1,0
37.0,0.6041522752415744,0,30,-1.2121327468497551,-2.027689938900787,-1.1664118156266647,-1.9380581475206367,-1.106454867151147,1,0
